BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
3,7060,22,,2936 WEST 19 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V1,VACANT LAND,24,99,2442,,,,,,,13,47,"DOMENIC M. RECCHIA, JR",R7X,C2-4,CI,3070600022,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
5,1895,100,HOWLAND HOOK MARINE DIST CTR,INTERIOR OLD,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,302,1215,344124,I,,,,,,2,50,JAMES S. ODDO,M3-1,,,5018950100,Y,,DSBS,O,NO USE-VACANT LAND,,
5,1895,100,HOWLAND HOOK MARINE DIST CTR,INTERIOR OLD,DSBS,DEPT OF SMALL BUSINESS SERVICES,V1,VACANT LAND,302,1215,344124,I,,,,,,2,50,JAMES S. ODDO,M3-1,,,5018950100,Y,,EDC,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,7060,24,,1901-03 SURF AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V0,VACANT LAND,49,106,5047,I,,,,,,13,47,"DOMENIC M. RECCHIA, JR",R7X,C2-4,CI,3070600024,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
5,7771,6,LONG POND PARK,PAGE AVENUE,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,20,72,1492,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077710006,,,PARKS,O,PARK,,
5,7771,4,LONG POND PARK,PAGE AVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,55,2318,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077710004,,,PARKS,O,PARK,,
5,7771,3,LONG POND PARK,PAGE AVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,20,62,1228,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077710003,,,PARKS,O,PARK,,
5,7771,1,LONG POND PARK,PAGE AVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,62,2589,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077710001,,,PARKS,O,PARK,,
5,7770,45,LONG POND PARK ADDITION R-27,DAMON ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,20,100,2000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077700045,,,PARKS,O,NATURAL AREA/ETC,,
5,7770,7,LONG POND PARK,EUGENE STREET,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077700007,,,PARKS,O,PARK,,
5,7768,78,LONG POND PARK,EASTWOOD AVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680078,,,PARKS,O,PARK,,
5,7768,76,LONG POND PARK,EASTWOOD AVE,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680076,,,PARKS,O,PARK,,
5,7768,72,LONG POND PARK,POWERS ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,60,100,6000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680072,,,PARKS,O,PARK,,
5,7768,70,LONG POND PARK,POWERS ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,100,4000,,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680070,,,PARKS,O,PARK,,
5,7768,68,LONG POND PARK,POWERS ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,142,5653,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680068,,,PARKS,O,PARK,,
5,7768,64,LONG POND PARK,POWERS ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,80,140,11143,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680064,,,PARKS,O,PARK,,
5,7768,60,LONG POND PARK,POWERS ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,80,137,10924,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680060,,,PARKS,O,PARK,,
5,7768,58,LONG POND PARK,POWERS ST,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,40,135,5480,I,,,,,,3,51,VINCENT IGNIZIO,PARK,,,5077680058,,,PARKS,O,PARK,,
3,7060,27,,1905 SURF AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V0,VACANT LAND,91,106,11140,I,,,,,,13,47,"DOMENIC M. RECCHIA, JR",R7X,C2-4,CI,3070600027,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
3,3466,4,THOMAS BOYLAND PARK,BROADWAY,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,20,87,1670,I,,,,,,4,37,ERIK MARTIN DILAN,PARK,,,3034660004,,Y,PARKS,O,PARK,,
5,2229,1,TRAFFIC ISLAND,NOSTRAND AVE,DOT,DEPT OF TRANSPORTATION,V0,VACANT LAND,118,68,4000,I,,,,,,2,49,DEBORAH ROSE,R3X,,,5022290001,,,DOT,O,ROAD/HIGHWAY,,
5,2249,46,RICHMOND CREEK BLUEBELT,ELEANOR STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,180,100,18000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022490046,,,DEP,O,NATURAL AREA/ETC,,
5,2263,11,RICHMOND CREEK S.I. BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,200,12000,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630011,,,DEP,O,NATURAL AREA/ETC,,
5,2263,15,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,100,2000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630015,,,DEP,O,NATURAL AREA/ETC,,
5,2263,16,RICHMOND CREEK S.I. BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,220,100,22000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630016,,,DEP,O,NATURAL AREA/ETC,,
5,2263,27,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630027,,,DEP,O,NATURAL AREA/ETC,,
5,2263,29,RICHMOND CREEK S.I. BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,42,103,4326,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630029,,,DEP,O,NATURAL AREA/ETC,,
5,2263,62,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,200,100,20000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630062,,,DEP,O,NATURAL AREA/ETC,,
5,2263,72,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,100,2000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630072,,,DEP,O,NATURAL AREA/ETC,,
5,2263,73,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,100,2000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630073,,,DEP,O,NATURAL AREA/ETC,,
5,2263,74,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,100,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630074,,,DEP,O,NATURAL AREA/ETC,,
5,2263,78,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022630078,,,DEP,O,NATURAL AREA/ETC,,
3,7060,35,,0 SURF AVENUE,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V1,VACANT LAND,37,110,4143,,,,,,,13,47,"DOMENIC M. RECCHIA, JR",R7X,C2-4,CI,3070600035,,Y,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
5,2264,15,RICHMOND CREEK BLUEBELT,NUGENT ST,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640015,,,DEP,O,NATURAL AREA/ETC,,
5,2264,18,RICHMOND CREEK S.I. BLUEBELT,NUGENT ST,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640018,,,DEP,O,NATURAL AREA/ETC,,
5,2264,20,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640020,,,DEP,O,NATURAL AREA/ETC,,
5,2264,22,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,100,10000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640022,,,DEP,O,NATURAL AREA/ETC,,
5,2264,27,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,41,100,4100,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640027,,,DEP,O,NATURAL AREA/ETC,,
5,2264,29,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,42,103,4326,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640029,,,DEP,O,NATURAL AREA/ETC,,
5,2264,93,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,160,100,16000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022640093,,,DEP,O,NATURAL AREA/ETC,,
5,2265,1,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,55,100,5500,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650001,,,DEP,O,NATURAL AREA/ETC,,
5,2265,6,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,55,5500,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650006,,,DEP,O,NATURAL AREA/ETC,,
5,2265,11,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,140,99,13860,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650011,,,DEP,O,NATURAL AREA/ETC,,
5,2265,18,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,99,5940,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650018,,,DEP,O,NATURAL AREA/ETC,,
5,2265,21,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,99,6000,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650021,,,DEP,O,NATURAL AREA/ETC,,
5,2265,25,RICHMOND CREEK S.I. BLUEBELT,ELEANOR STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,30,40,600,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650025,,,DEP,O,NATURAL AREA/ETC,,
5,2265,30,RICHMOND CREEK BLUEBELT,ELEANOR STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,160,17000,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022650030,,,DEP,O,NATURAL AREA/ETC,,
3,3466,5,THOMAS BOYLAND PARK,BROADWAY,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,20,94,1823,I,,,,,,4,37,ERIK MARTIN DILAN,PARK,,,3034660005,,Y,PARKS,O,PARK,,
5,2265,148,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,50,60,3000,,,,,,,2,,,R1-2,,NA-1,5022650148,,,DEP,O,NATURAL AREA/ETC,,
5,2265,149,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,152,9120,,,,,,,2,,,R1-2,,NA-1,5022650149,,,DEP,O,NATURAL AREA/ETC,,
5,2265,152,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,85,5100,,,,,,,2,,,R1-2,,NA-1,5022650152,,,DEP,O,NATURAL AREA/ETC,,
5,2265,155,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,80,4800,I,,,,,,2,,,R1-2,,NA-1,5022650155,,,DEP,O,NATURAL AREA/ETC,,
5,2266,200,RICHMOND CREEK BLUEBELT,ASCOT AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,152,322,48944,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022660200,,,DEP,O,NATURAL AREA/ETC,,
5,2270,1,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700001,,,DEP,O,NATURAL AREA/ETC,,
5,2270,4,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700004,,,DEP,O,NATURAL AREA/ETC,,
5,2270,6,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,100,2000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700006,,,DEP,O,NATURAL AREA/ETC,,
5,2270,7,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700007,,,DEP,O,NATURAL AREA/ETC,,
5,2270,9,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700009,,,DEP,O,NATURAL AREA/ETC,,
5,2270,12,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,MIXED,CITY AND NON-CITY OWNERSHIP,V0,VACANT LAND,40,200,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700012,,,DEP,O,NATURAL AREA/ETC,,
5,2270,14,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,100,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700014,,,DEP,O,NATURAL AREA/ETC,,
5,2270,18,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022700018,,,DEP,O,NATURAL AREA/ETC,,
5,2271,18,RICHMOND CREEK BLUEBELT,NUGENT ST,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022710018,,,DEP,O,NATURAL AREA/ETC,,
5,2271,20,RICHMOND CREEK BLUEBELT,NUGENT ST,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022710020,,,DEP,O,NATURAL AREA/ETC,,
5,2271,22,RICHMOND CREEK BLUEBELT,NUGENT ST,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,100,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022710022,,,DEP,O,NATURAL AREA/ETC,,
5,2271,26,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022710026,,,DEP,O,NATURAL AREA/ETC,,
5,2271,43,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,100,10000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022710043,,,DEP,O,NATURAL AREA/ETC,,
5,2271,48,RICHMOND CREEK BLUEBELT,ST GEORGE RD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022710048,,,DEP,O,NATURAL AREA/ETC,,
5,2273,1,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,100,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730001,,,DEP,O,NATURAL AREA/ETC,,
5,2273,5,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,360,100,34000,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730005,,,DEP,O,NATURAL AREA/ETC,,
5,2273,24,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,100,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730024,,,DEP,O,NATURAL AREA/ETC,,
5,2273,28,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,100,2000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730028,,,DEP,O,NATURAL AREA/ETC,,
5,2273,29,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,100,2000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730029,,,DEP,O,NATURAL AREA/ETC,,
5,2273,40,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730040,,,DEP,O,NATURAL AREA/ETC,,
5,2273,43,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,100,10000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022730043,,,DEP,O,NATURAL AREA/ETC,,
5,2274,8,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,100,10000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022740008,,,DEP,O,NATURAL AREA/ETC,,
5,2274,13,RICHMOND CREEK BLUEBELT,NUGENT STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,100,10000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022740013,,,DEP,O,NATURAL AREA/ETC,,
5,2274,24,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022740024,,,DEP,O,NATURAL AREA/ETC,,
5,2274,27,RICHMOND CREEK BLUEBELT,AULTMAN AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,,,R1-2,,NA-1,5022740027,,,DEP,O,NATURAL AREA/ETC,,
5,2274,30,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,,,R1-2,,NA-1,5022740030,,,DEP,O,NATURAL AREA/ETC,,
5,2274,32,RICHMOND CREEK BOULEVARD,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,,,R1-2,,NA-1,5022740032,,,DEP,O,NATURAL AREA/ETC,,
5,2274,34,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,,,R1-2,,NA-1,5022740034,,,DEP,O,NATURAL AREA/ETC,,
5,2274,36,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,100,4000,,,,,,,2,,,R1-2,,NA-1,5022740036,,,DEP,O,NATURAL AREA/ETC,,
5,2274,38,RICHMOND CREEK BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,60,100,6000,,,,,,,2,,,R1-2,,NA-1,5022740038,,,DEP,O,NATURAL AREA/ETC,,
5,2280,30,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,47,125,7250,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022800030,,,DEP,O,NATURAL AREA/ETC,,
5,2280,33,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,20,125,2500,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022800033,,,DEP,O,NATURAL AREA/ETC,,
5,2280,34,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,80,125,10000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022800034,,,DEP,O,NATURAL AREA/ETC,,
5,2280,38,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,125,5000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022800038,,,DEP,O,NATURAL AREA/ETC,,
5,2280,40,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,125,5000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022800040,,,DEP,O,NATURAL AREA/ETC,,
5,2282,1,RICHMOND CREEK BLUEBELT,LIGHTHOUSE AVENUE,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,200,285,57000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022820001,,,DEP,O,NATURAL AREA/ETC,,
5,2282,35,RICHMOND CREEK BLUEBELT,ST ANDREWS ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,101,129,14690,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022820035,,,DEP,O,NATURAL AREA/ETC,,
5,2282,87,RICHMOND CREEK BLUEBELT,MACE STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,68,100,6500,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022820087,,,DEP,O,NATURAL AREA/ETC,,
5,2282,90,RICHMOND CREEK BLUEBELT,MACE STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,68,100,6500,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022820090,,,DEP,O,NATURAL AREA/ETC,,
5,2282,140,RICHMOND CREEK BLUEBELT,340 ST ANDREW'S ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,400,129,52000,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022820140,,,DEP,O,NATURAL AREA/ETC,,
5,2283,49,RICHMOND CREEK S.I. BLUEBELT,ST GEORGE ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,300,100,30000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022830049,,,DEP,O,NATURAL AREA/ETC,,
5,2283,66,RICHMOND CREEK BLUEBELT,64 SPRUCE STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,100,310,33780,I,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022830066,,,DEP,O,NATURAL AREA/ETC,,
5,2290,29,RICHMOND CREEK BLUEBELT,RICHMOND ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,40,200,8000,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022900029,,,DEP,O,NATURAL AREA/ETC,,
5,2290,31,RICHMOND CREEK BLUEBELT,RICHMOND ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,122,189,22804,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022900031,,,DEP,O,NATURAL AREA/ETC,,
5,2290,37,RICHMOND CREEK BLUEBELT,RICHMOND ROAD,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,199,91,19408,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022900037,,,DEP,O,NATURAL AREA/ETC,,
5,2290,67,RICHMOND CREEK BLUEBELT,MACE STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V0,VACANT LAND,38,100,3815,,,,,,,2,50,JAMES S. ODDO,R1-2,,NA-1,5022900067,,,DEP,O,NATURAL AREA/ETC,,
